taxonomy_degree	taxonomy	tax_study
family	Anaerobaculaceae	root:Engineered:6|root:Environmental:1
family	Anaerobrancaceae	root:Engineered:2
family	Anaerolinaceae	root:Engineered:19|root:Environmental:23|root:Host-associated:1
family	Anaerolineaceae	root:Engineered:106|root:Environmental:240|root:Host-associated:9|root:Mixed:3|root:NA:1
family	Anaeromyxobacteraceae	root:Engineered:3|root:Environmental:10|root:Host-associated:1|root:Mixed:1
family	Anaeroplasmataceae	root:Host-associated:19
family	Anaplasmataceae	root:Engineered:1|root:Environmental:3|root:Host-associated:3
family	Ancylistaceae	root:Environmental:1
family	Anomalinidae	root:Environmental:4
family	Anthomyzidae	root:Host-associated:1
family	Anthoptilidae	root:Environmental:1
family	Aphanizomenonaceae	root:Engineered:1|root:Environmental:6
family	Aphanothecaceae	root:Environmental:4|root:Host-associated:2
family	Aphelidiaceae	root:Engineered:3|root:Environmental:3|root:Host-associated:1
family	Apidae	root:Environmental:3|root:Host-associated:1
family	Apiosporaceae	root:Host-associated:1
family	Apusomonadidae	root:Environmental:6
family	Aquificaceae	root:Environmental:28|root:Mixed:1
family	Araliaceae	root:Environmental:1
family	Archaeoglobaceae	root:Environmental:22
family	Archaeorhizomycetaceae	root:Environmental:5|root:Host-associated:3
family	Archangiaceae	root:Host-associated:3
family	Ardenticatenaceae	root:Engineered:16|root:Environmental:2|root:Host-associated:1
family	Arenicellaceae	root:Environmental:30|root:Host-associated:5
family	Armatimonadaceae	root:Environmental:1|root:Host-associated:1
family	Ascidiidae	root:Environmental:1
family	Aspergillaceae	root:Engineered:5|root:Environmental:10|root:Host-associated:4
family	Aspidiscidae	root:Environmental:4
family	Asplanchnidae	root:Environmental:1
family	Asteraceae	root:Engineered:1
family	Astraeaceae	root:Host-associated:1
family	At425 EubF1	root:Environmental:3
family	Atheliaceae	root:Host-associated:3
family	Atollidae	root:Environmental:1
family	Atopobiaceae	root:Engineered:1|root:Environmental:1|root:Host-associated:31
family	Attheyaceae	root:Environmental:2
family	Aurantimonadaceae	root:Environmental:11|root:Host-associated:2
family	Axonolaimidae	root:Environmental:2
family	Azonexaceae	root:Engineered:13|root:Environmental:12
family	BA008	root:Engineered:7|root:Environmental:4|root:Host-associated:1
family	BS11	root:Host-associated:21
family	BSLdp215	root:Environmental:2
family	Bacillaceae	root:Engineered:111|root:Environmental:217|root:Host-associated:128|root:Mixed:4
family	Bacillariaceae	root:Environmental:12
family	Bacillidae	root:Environmental:1
family	Bacteriovoracaceae	root:Engineered:1|root:Environmental:16
family	Bacteroidaceae	root:Engineered:49|root:Environmental:32|root:Host-associated:452|root:Mixed:6
family	Balamuthiidae	root:Environmental:1
family	Balneolaceae	root:Engineered:3|root:Environmental:63|root:Host-associated:2
family	Bangiaceae	root:Host-associated:1
family	Bankeraceae	root:Host-associated:1
family	Barnesiellaceae	root:Environmental:1|root:Host-associated:16
family	Bartonellaceae	root:Host-associated:5
family	Bathycoccaceae	root:Environmental:23
family	Bdellovibrionaceae	root:Engineered:2|root:Environmental:7|root:Host-associated:1|root:Mixed:1
family	Beijerinckiaceae	root:Engineered:5|root:Environmental:18|root:Host-associated:1
family	Beroidae	root:Environmental:1
family	Biddulphiaceae	root:Environmental:1
family	Biecheleriaceae	root:Environmental:6
family	Bifidobacteriaceae	root:Engineered:23|root:Environmental:14|root:Host-associated:233|root:Mixed:1
family	Bionectriaceae	root:Host-associated:1
family	Blastocatellaceae	root:Environmental:3|root:Host-associated:1
family	Blastocladiaceae	root:Environmental:1
family	Blastocystidae	root:Host-associated:1
family	Blattabacteriaceae	root:Host-associated:2
family	Bodonidae	root:Environmental:4
family	Bogoriellaceae	root:Engineered:1
family	Bolivinitidae	root:Environmental:2
family	Borreliaceae	root:Host-associated:1
family	Bosminidae	root:Environmental:2
family	Bothrideridae	root:Environmental:1
family	Bothriocephalidae	root:Environmental:1
family	Bovidae	root:Host-associated:1
family	Brachionidae	root:Environmental:1
family	Brachybasidiaceae	root:Host-associated:1
family	Brachychthoniidae	root:Environmental:1
family	Brachyspiraceae	root:Engineered:1|root:Host-associated:3
family	Braconidae	root:Environmental:1
family	Bradymonadaceae	root:Environmental:2
family	Bradyrhizobiaceae	root:Engineered:27|root:Environmental:173|root:Host-associated:65
family	Brassicaceae	root:Environmental:1|root:Host-associated:1
family	Brevibacteriaceae	root:Engineered:5|root:Environmental:2|root:Host-associated:7|root:Mixed:1
family	Brevinemataceae	root:Host-associated:4
family	Brocadiaceae	root:Engineered:2|root:Environmental:2
family	Brucellaceae	root:Engineered:6|root:Environmental:7|root:Host-associated:5
family	Bryobacteraceae	root:Environmental:33|root:Host-associated:4|root:Mixed:3
family	Buliminidae	root:Environmental:3
family	Burkholderiaceae	root:Engineered:43|root:Environmental:194|root:Host-associated:71|root:Mixed:3
family	C111	root:Engineered:2|root:Environmental:38|root:Host-associated:1
family	CCA47	root:Environmental:1|root:Host-associated:1
family	CW-1	root:Environmental:1
family	Cafeteriaceae	root:Engineered:1|root:Environmental:8
family	Calanidae	root:Environmental:14|root:Host-associated:1
family	Calcarinidae	root:Environmental:3
family	Caldicellulosiruptoraceae	root:Engineered:3|root:Environmental:1
family	Caldicoprobacteraceae	root:Engineered:14|root:Environmental:4
family	Caldilineaceae	root:Engineered:26|root:Environmental:43|root:Host-associated:19|root:Mixed:3
family	Caldisericaceae	root:Engineered:2|root:Environmental:5
family	Caldisphaeraceae	root:Environmental:2
family	Caldithrixaceae	root:Engineered:1|root:Environmental:1
family	Calditrichaceae	root:Engineered:1|root:Environmental:31|root:Host-associated:1
family	Campanulariidae	root:Environmental:4
family	Campylobacteraceae	root:Engineered:46|root:Environmental:91|root:Host-associated:40|root:Mixed:1
family	Candaciidae	root:Environmental:2
family	Candeinidae	root:Environmental:2
family	Candidatus Actinomarinaceae	root:Engineered:2|root:Environmental:187|root:Host-associated:7|root:Mixed:3
family	Candidatus Brocadiaceae	root:Engineered:3|root:Environmental:26
family	Candidatus Competibacteraceae	root:Engineered:2
family	Candidatus Desulfofervidaceae	root:Environmental:6
family	Candidatus Methanomethyliaceae	root:Engineered:1|root:Environmental:6
family	Candidatus Methanoperedenaceae	root:Engineered:1|root:Environmental:19
family	Candidatus Nitrosocaldaceae	root:Environmental:1
family	Candidatus Paracaedibacteraceae	root:Engineered:1|root:Environmental:1
family	Cannabaceae	root:Host-associated:1
family	Canthocamptidae	root:Environmental:1
family	Canuellidae	root:Environmental:4|root:Host-associated:1
family	Capitellidae	root:Environmental:5|root:Host-associated:1
family	Carboxydocellaceae	root:Engineered:1
family	Cardiobacteriaceae	root:Host-associated:3
family	Carnobacteriaceae	root:Engineered:31|root:Environmental:21|root:Host-associated:79|root:Mixed:3
family	Caryophyllaceae	root:Engineered:2|root:Environmental:2|root:Host-associated:2
family	Catabacteriaceae	root:Host-associated:2
family	Catapsydracidae	root:Environmental:3
family	Catenulaceae	root:Environmental:2
family	Catenulidae	root:Environmental:1
family	Caulobacteraceae	root:Engineered:32|root:Environmental:109|root:Host-associated:39|root:Mixed:2
family	Cavosteliaceae	root:Environmental:1
family	Cecidomyiidae	root:Host-associated:1
family	Celerinatantimonadaceae	root:Environmental:1
family	Cellulomonadaceae	root:Engineered:5|root:Environmental:5|root:Host-associated:1
family	Cellvibrionaceae	root:Engineered:1|root:Environmental:15|root:Host-associated:5
family	Cenarchaeaceae	root:Engineered:2|root:Environmental:60|root:Host-associated:15|root:Mixed:1
family	Centropagidae	root:Environmental:16
family	Cephalobidae	root:Engineered:1|root:Environmental:1|root:Host-associated:9
family	Cephalothecaceae	root:Host-associated:2
family	Ceramiaceae	root:Environmental:1|root:Host-associated:2
family	Ceratiaceae	root:Environmental:4
family	Ceratobasidiaceae	root:Host-associated:1
family	Cercomonadidae	root:Environmental:9|root:Host-associated:1
family	Cercopagididae	root:Environmental:1
family	Chaconiaceae	root:Host-associated:1
family	Chaetocerotaceae	root:Environmental:51|root:Mixed:1
family	Chaetomiaceae	root:Engineered:4|root:Environmental:2|root:Host-associated:1
family	Chaetonotidae	root:Engineered:1|root:Environmental:5
family	Chaetopteridae	root:Environmental:1
family	Chalinidae	root:Environmental:1
family	Challengeriidae	root:Environmental:1
family	Chamaesiphonaceae	root:Environmental:2
family	Chattonellaceae	root:Environmental:1
family	Chelatococcaceae	root:Engineered:3
family	Chenopodiaceae	root:Host-associated:2
family	Chironomidae	root:Environmental:1
family	Chitinispirillaceae	root:Engineered:2
family	Chitinophagaceae	root:Engineered:84|root:Environmental:384|root:Host-associated:103|root:Mixed:12
family	Chlamydiaceae	root:Engineered:2|root:Environmental:3|root:Host-associated:1
family	Chlamydomonadaceae	root:Environmental:9|root:Host-associated:1|root:Mixed:1
family	Chlorellaceae	root:Environmental:3
family	Chlorobiaceae	root:Engineered:4|root:Environmental:7|root:Host-associated:2
family	Chlorocystidaceae	root:Environmental:1
family	Chlorodendraceae	root:Environmental:5|root:Mixed:1
family	Chloroflexaceae	root:Environmental:8|root:Host-associated:2|root:Mixed:1
family	Choanephoraceae	root:Environmental:1
family	Chondracanthidae	root:Environmental:4|root:Host-associated:1
family	Chortoglyphidae	root:Environmental:2
family	Christensenellaceae	root:Engineered:16|root:Environmental:16|root:Host-associated:118|root:Mixed:1
family	Chromadoridae	root:Environmental:4
family	Chromatiaceae	root:Engineered:6|root:Environmental:37|root:Host-associated:2
family	Chromobacteriaceae	root:Engineered:3|root:Environmental:4
family	Chromulinaceae	root:Environmental:7
family	Chroococcaceae	root:Environmental:2
family	Chroococcidiopsidaceae	root:Environmental:1
family	Chrysochromulinaceae	root:Environmental:33|root:Host-associated:2
family	Chrysomeridaceae	root:Environmental:1
family	Chrysopetalidae	root:Environmental:1
family	Chthoniobacteraceae	root:Engineered:1|root:Environmental:70|root:Host-associated:5|root:Mixed:5
family	Chthonomonadaceae	root:Mixed:1
family	Chytridiaceae	root:Environmental:2|root:Host-associated:1
family	Chytriodiniaceae	root:Environmental:4
family	Chytriomycetaceae	root:Environmental:1
family	Cibicididae	root:Environmental:4
family	Cionidae	root:Environmental:2
family	Cirratulidae	root:Environmental:3|root:Host-associated:2
family	Cladoniaceae	root:Host-associated:1
family	Cladophoraceae	root:Environmental:1
family	Cladosporiaceae	root:Engineered:1|root:Environmental:1|root:Host-associated:1
family	Clausocalanidae	root:Environmental:1
family	Clavariaceae	root:Environmental:2
family	Clavicipitaceae	root:Host-associated:1
family	Clavulinaceae	root:Environmental:1|root:Host-associated:3
family	Clostridiaceae	root:Engineered:122|root:Environmental:105|root:Host-associated:254|root:Mixed:4
family	Clostridiales Family XII. Incertae Sedis	root:Engineered:5|root:Environmental:16|root:Host-associated:1
family	Clostridiales Family XIII. Incertae Sedis	root:Host-associated:25
family	Clostridiales Family XVI. Incertae Sedis	root:Environmental:1
family	Clostridiales Family XVII. Incertae Sedis	root:Engineered:1|root:Environmental:1
family	Coccidae	root:Host-associated:1
family	Coccocarpiaceae	root:Environmental:2
family	Cocconeidaceae	root:Environmental:1
family	Codonellidae	root:Environmental:3
family	Codonellopsidae	root:Environmental:2
family	Coelogynoporidae	root:Environmental:2
family	Cohaesibacteraceae	root:Engineered:2|root:Environmental:1|root:Host-associated:2|root:Mixed:1
family	Coleofasciculaceae	root:Environmental:5|root:Host-associated:1
family	Collophidiidae	root:Environmental:7
family	Collosphaeridae	root:Environmental:5
family	Collozoidae	root:Environmental:34|root:NA:1
family	Colwelliaceae	root:Engineered:5|root:Environmental:95|root:Host-associated:18
family	Comamonadaceae	root:Engineered:153|root:Environmental:386|root:Host-associated:109|root:Mixed:4
family	Comesomatidae	root:Environmental:4
family	Competibacteraceae	root:Engineered:20|root:Environmental:4|root:Host-associated:1
family	Compsopogonaceae	root:Environmental:1
family	Condylostomatidae	root:Environmental:1
family	Conexibacteraceae	root:Engineered:4|root:Environmental:16|root:Host-associated:2
family	Convolutidae	root:Environmental:2
family	Convolvulaceae	root:Environmental:2|root:Host-associated:1
family	Corallinaceae	root:Environmental:1
family	Cordycipitaceae	root:Environmental:1
family	Coreidae	root:Engineered:1
family	Corethraceae	root:Environmental:5
family	Coriobacteriaceae	root:Engineered:4|root:Environmental:5|root:Host-associated:109
family	Cornaceae	root:Host-associated:1
family	Corticiaceae	root:Environmental:1
family	Cortinariaceae	root:Environmental:3|root:Host-associated:2
family	Corynebacteriaceae	root:Engineered:46|root:Environmental:20|root:Host-associated:126|root:Mixed:8
family	Corynesporascaceae	root:Host-associated:1
family	Corynidae	root:Environmental:3
family	Coxiellaceae	root:Engineered:3|root:Environmental:41|root:Host-associated:11
family	Crenotrichaceae	root:Environmental:16|root:Host-associated:1
family	Crepidotaceae	root:Host-associated:1
family	Creseidae	root:Environmental:1
family	Cricetidae	root:Environmental:1|root:Host-associated:1
family	Crocinitomicaceae	root:Engineered:3|root:Environmental:122|root:Host-associated:5
family	Crustomastigaceae	root:Environmental:1
family	Cryomorphaceae	root:Engineered:9|root:Environmental:262|root:Host-associated:19|root:Mixed:2
family	Crypthecodiniaceae	root:Environmental:1
family	Cryptococcaceae	root:Engineered:1|root:Environmental:1
family	Cryptomonadaceae	root:Environmental:4|root:Mixed:1
family	Cryptosporangiaceae	root:Environmental:3|root:Host-associated:1
family	Cryptosporidiidae	root:Engineered:1|root:Host-associated:2
family	Cucurbitaceae	root:Environmental:2
family	Culicidae	root:Environmental:1
family	Cuniculiplasmataceae	root:Environmental:1
family	Cupressaceae	root:Environmental:2
family	Cyanobacteriaceae	root:Environmental:3|root:Host-associated:1
family	Cyatholaimidae	root:Environmental:1
family	Cyclobacteriaceae	root:Engineered:6|root:Environmental:92|root:Host-associated:3|root:Mixed:1
family	Cyclopidae	root:Environmental:9|root:Host-associated:1
family	Cyclopinidae	root:Environmental:1
family	Cymatosiraceae	root:Environmental:4
family	Cynoglossidae	root:Environmental:1
family	Cyprididae	root:Engineered:1
family	Cystobacteraceae	root:Environmental:1
family	Cystobacterineae	root:Host-associated:1
family	Cystofilobasidiaceae	root:Environmental:1
family	Cytophagaceae	root:Engineered:20|root:Environmental:105|root:Host-associated:30|root:Mixed:2
family	D002025C03	root:Engineered:1
family	D2	root:Engineered:8|root:Environmental:1|root:Host-associated:2
family	DHVEG-1	root:Engineered:1|root:Environmental:15|root:Host-associated:1
family	Dalyelliidae	root:Environmental:1
family	Daphniidae	root:Environmental:2
family	Debaryomycetaceae	root:Engineered:1|root:Environmental:2|root:Host-associated:5|root:Mixed:1
family	Deferribacteraceae	root:Engineered:1|root:Environmental:3|root:Host-associated:19
family	Defluviitaleaceae	root:Engineered:2|root:Environmental:2|root:Host-associated:1
family	Dehalobacteriaceae	root:Environmental:1
family	Dehalococcoidaceae	root:Engineered:1|root:Environmental:9
family	Deinococcaceae	root:Engineered:3|root:Environmental:7|root:Host-associated:4|root:Mixed:1
family	Delesseriaceae	root:Environmental:1
family	Demequinaceae	root:Engineered:1|root:Environmental:6
